Date,MSCI ACWI Index
2022-08-12,657.567388
2022-08-15,659.088879
2022-08-16,659.435522
2022-08-17,655.07231
2022-08-18,655.3857
2022-08-19,646.808297
2022-08-22,635.461191
2022-08-23,634.107963
2022-08-24,634.969455
2022-08-25,642.968105
2022-08-26,627.897585
2022-08-29,621.515113
2022-08-30,616.747948
2022-08-31,613.106716
2022-09-01,608.313954
2022-09-02,606.981086
2022-09-05,604.925142
2022-09-06,602.319603
2022-09-07,607.728428
2022-09-08,612.339888
2022-09-09,622.920007
2022-09-12,631.002048
2022-09-13,610.490675
2022-09-14,608.926418
2022-09-15,603.303355
2022-09-16,597.592599
2022-09-19,599.526894
2022-09-20,594.579831
2022-09-21,585.850207
2022-09-22,579.554345
2022-09-23,567.860273
2022-09-26,560.430762
2022-09-27,559.720557
2022-09-28,565.806718
2022-09-29,557.882277
2022-09-30,553.371279
2022-10-03,563.994346
2022-10-04,582.13934
2022-10-05,580.848504
2022-10-06,576.445911
2022-10-07,562.995503
2022-10-10,557.514357
2022-10-11,552.100161
2022-10-12,550.371188
2022-10-13,558.705567
2022-10-14,552.080598
2022-10-17,563.661965
2022-10-18,569.977922
2022-10-19,565.214812
2022-10-20,563.057437
2022-10-21,569.932352
2022-10-24,574.696319
2022-10-25,584.012963
2022-10-26,584.142441
2022-10-27,582.182843
2022-10-28,588.947498
2022-10-31,586.37446
2022-11-01,587.470563
2022-11-02,578.220241
2022-11-03,570.773345
2022-11-04,580.59949
2022-11-07,586.932137
2022-11-08,591.509469
2022-11-09,582.207048
2022-11-10,607.656308
2022-11-11,618.664516
2022-11-14,614.788471
2022-11-15,621.278182
2022-11-16,616.564385
2022-11-17,612.571179
2022-11-18,616.040353
2022-11-21,611.382633
2022-11-22,618.364108
2022-11-23,623.240985
2022-11-24,625.958386
2022-11-25,625.152326
2022-11-28,617.148944
2022-11-29,617.64051
2022-11-30,630.91839
2022-12-01,635.514603
2022-12-02,633.536585
2022-12-05,626.692437
2022-12-06,618.819991
2022-12-07,616.21784
2022-12-08,620.249254
2022-12-09,619.363502
2022-12-12,622.592757
2022-12-13,629.304813
2022-12-14,627.804955
2022-12-15,612.723351
2022-12-16,606.134407
2022-12-19,602.004004
2022-12-20,602.977228
2022-12-21,610.143917
2022-12-22,604.392998
2022-12-23,605.784989
2022-12-26,605.966205
2022-12-27,605.236876
2022-12-28,599.969626
2022-12-29,607.377274
2022-12-30,605.382332
2023-01-02,606.306256
2023-01-03,605.456227
2023-01-04,611.124658
2023-01-05,605.69626
2023-01-06,617.399399
2023-01-09,621.934451
2023-01-10,623.62956
2023-01-11,629.932014
2023-01-12,634.028481
2023-01-13,638.075851
2023-01-16,638.184121
2023-01-17,638.051195
2023-01-18,633.510502
2023-01-19,627.531326
2023-01-20,636.398838
2023-01-23,642.675738
2023-01-24,642.919413
2023-01-25,643.225209
2023-01-26,648.334514
2023-01-27,649.941352
2023-01-30,643.953852
2023-01-31,648.365288
2023-02-01,654.318168
2023-02-02,662.336928
2023-02-03,656.25732
2023-02-06,648.928235
2023-02-07,654.555418
2023-02-08,651.089748
2023-02-09,649.010827
2023-02-10,646.872629
2023-02-13,652.255748
2023-02-14,652.839622
2023-02-15,652.758455
2023-02-16,648.079355
2023-02-17,645.025973
2023-02-20,646.135403
2023-02-21,636.570385
2023-02-22,633.675232
2023-02-23,635.427903
2023-02-24,627.999838
2023-02-27,630.710908
2023-02-28,629.022887
2023-03-01,628.858427
2023-03-02,631.224296
2023-03-03,639.694402
2023-03-06,641.478863
2023-03-07,632.875657
2023-03-08,632.227186
2023-03-09,624.506367
2023-03-10,616.603476
2023-03-13,614.20755
2023-03-14,619.375938
2023-03-15,612.093937
2023-03-16,619.855238
2023-03-17,616.087515
2023-03-20,620.034006
2023-03-21,627.633933
2023-03-22,622.974633
2023-03-23,626.350638
2023-03-24,625.062137
2023-03-27,626.515443
2023-03-28,627.476701
2023-03-29,635.303109
2023-03-30,639.891118
2023-03-31,646.762076
2023-04-03,649.1984
2023-04-04,647.673591
2023-04-05,645.063274
2023-04-06,646.068076
2023-04-07,646.313934
2023-04-10,645.566956
2023-04-11,648.350924
2023-04-12,647.831369
2023-04-13,655.035827
2023-04-14,654.571803
2023-04-17,655.113701
2023-04-18,656.667563
2023-04-19,655.425155
2023-04-20,653.143624
2023-04-21,652.608497
2023-04-24,653.148455
2023-04-25,644.607411
2023-04-26,642.739647
2023-04-27,650.489453
2023-04-28,654.996704
2023-05-01,654.493645
2023-05-02,647.994055
2023-05-03,646.291113
2023-05-04,643.254755
2023-05-05,652.45057
2023-05-08,654.118035
2023-05-09,651.109056
2023-05-10,652.432185
2023-05-11,650.704351
2023-05-12,649.222986
2023-05-15,651.631768
2023-05-16,648.232988
2023-05-17,651.813532
2023-05-18,655.941726
2023-05-19,656.420477
2023-05-22,657.459037
2023-05-23,651.170436
2023-05-24,644.836494
2023-05-25,646.004101
2023-05-26,653.047416
2023-05-29,653.482492
2023-05-30,652.383859
2023-05-31,646.374663
2023-06-01,653.016483
2023-06-02,663.245242
2023-06-05,662.777461
2023-06-06,664.493294
2023-06-07,662.653051
2023-06-08,665.757028
2023-06-09,667.077504
2023-06-12,671.333499
2023-06-13,676.942387
2023-06-14,679.103571
2023-06-15,685.262031
2023-06-16,684.886152
2023-06-19,682.919037
2023-06-20,678.971101
2023-06-21,675.885721
2023-06-22,676.202575
2023-06-23,669.760474
2023-06-26,668.043744
2023-06-27,673.868779
2023-06-28,674.421201
2023-06-29,675.900205
2023-06-30,682.841342
2023-07-03,685.070988
2023-07-04,685.216046
2023-07-05,682.45961
2023-07-06,673.809456
2023-07-07,673.442349
2023-07-10,674.94256
2023-07-11,680.434614
2023-07-12,688.224806
2023-07-13,696.01018
2023-07-14,696.223867
2023-07-17,697.000308
2023-07-18,700.824414
2023-07-19,701.764671
2023-07-20,697.886502
2023-07-21,697.430941
2023-07-24,699.145334
2023-07-25,702.150913
2023-07-26,701.982089
2023-07-27,700.100823
2023-07-28,705.509876
2023-07-31,707.109431
2023-08-01,703.598675
2023-08-02,692.022663
2023-08-03,689.576149
2023-08-04,688.99822
2023-08-07,692.420371
2023-08-08,688.277536
2023-08-09,686.193913
2023-08-10,687.937679
2023-08-11,684.678245
2023-08-14,684.695904
2023-08-15,678.473449
2023-08-16,673.383324
2023-08-17,668.345418
2023-08-18,666.767599
2023-08-21,669.109971
2023-08-22,669.336321
2023-08-23,675.462724
2023-08-24,669.868613
2023-08-25,670.230276
2023-08-28,675.627009
2023-08-29,684.51147
2023-08-30,687.86294
2023-08-31,686.150393
2023-09-01,687.260858
2023-09-04,688.120947
2023-09-05,683.972876
2023-09-06,680.020692
2023-09-07,677.654184
2023-09-08,678.022485
2023-09-11,682.534681
2023-09-12,679.611215
2023-09-13,679.725915
2023-09-14,685.595263
2023-09-15,681.344625
2023-09-18,679.700258
2023-09-19,678.555399
2023-09-20,675.242583
2023-09-21,663.826522
2023-09-22,663.135659
2023-09-25,662.619609
2023-09-26,654.67975
2023-09-27,653.932805
2023-09-28,656.721752
2023-09-29,656.820133
2023-10-02,653.751967
2023-10-03,644.796756
2023-10-04,646.271547
2023-10-05,647.591659
2023-10-06,654.035654
2023-10-09,656.665132
2023-10-10,663.338665
2023-10-11,666.631606
2023-10-12,663.88738
2023-10-13,658.543474
2023-10-16,662.937482
2023-10-17,663.978438
2023-10-18,655.831326
2023-10-19,649.282137
2023-10-20,642.070603
2023-10-23,640.56453
2023-10-24,643.904685
2023-10-25,637.78365
2023-10-26,630.653358
2023-10-27,629.463784
2023-10-30,634.88183
2023-10-31,636.654588
2023-11-01,642.646244
2023-11-02,655.045304
2023-11-03,662.770864
2023-11-06,665.453418
2023-11-07,664.4246
2023-11-08,664.430738
2023-11-09,662.368802
2023-11-10,666.261716
2023-11-13,667.350545
2023-11-14,679.925562
2023-11-15,684.15833
2023-11-16,683.615819
2023-11-17,685.697094
2023-11-20,690.4005
2023-11-21,689.597066
2023-11-22,690.242741
2023-11-23,691.391829
2023-11-24,692.145241
2023-11-27,690.459766
2023-11-28,691.985885
2023-11-29,692.086083
2023-11-30,694.379875
2023-12-01,697.514087
2023-12-04,694.475336
2023-12-05,693.172903
2023-12-06,692.932336
2023-12-07,695.951886
2023-12-08,698.320435
2023-12-11,700.077642
2023-12-12,702.591221
2023-12-13,709.265366
2023-12-14,716.3948
2023-12-15,716.454451
2023-12-18,717.302392
2023-12-19,721.869723
2023-12-20,715.305889
2023-12-21,720.153263
2023-12-22,721.174979
2023-12-25,721.295404
2023-12-26,723.774771
2023-12-27,727.287278
2023-12-28,728.753281
2023-12-29,726.995723
2024-01-01,727.079907
2024-01-02,721.568279
2024-01-03,714.475352
2024-01-04,714.239278
2024-01-05,715.39577
2024-01-08,721.78782
2024-01-09,720.142462
2024-01-10,722.825161
2024-01-11,722.399212
2024-01-12,724.769978
2024-01-15,724.034556
2024-01-16,718.962007
2024-01-17,712.113769
2024-01-18,717.007692
2024-01-19,724.324162
2024-01-22,726.639644
2024-01-23,727.444419
2024-01-24,730.963622
2024-01-25,733.209647
2024-01-26,733.773075
2024-01-29,738.276437
2024-01-30,737.650986
2024-01-31,730.838256
2024-02-01,735.719632
2024-02-02,740.453183
2024-02-05,737.191992
2024-02-06,740.680353
2024-02-07,745.10028
2024-02-08,744.946875
2024-02-09,747.934079
2024-02-12,747.888732
2024-02-13,739.577581
2024-02-14,744.947854
2024-02-15,750.550808
2024-02-16,750.237898
2024-02-19,750.606382
2024-02-20,748.229459
2024-02-21,747.91096
2024-02-22,760.408497
2024-02-23,761.182707
2024-02-26,759.174092
